DRAC v.1.2 Inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full details of the inputs required for a DRAC dose rate calculation and the calculation process can be found in the paper and the DRAC website (www.aber.ac.uk/alrl/drac).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Please cite all uses of DRAC, including the version number, as Durcan, J.A., King, G.E., and Duller, G.A.T., 2015. DRAC: Dose rate and age calculator for trapped charge dating. Quaternary Geochronology, 28, 54-61. Corresponding authors: Julie Durcan (julie.durcan@ouce.ox.ac.uk) and Georgina King (georgina.king@uni-koeln.de).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To calculate dose rates using DRAC, the data table below (excluding headers) can be copied and pasted into the calculator box on the DRAC website (www.aber.ac.uk/alrl/DRAC). Once 'calculate' has been clicked, DRAC will generate an output file, which can be saved by the user.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI:1,TI:2,TI:3,TI:4,TI:5,TI:6,TI:7,TI:8,TI:9,TI:10,TI:11,TI:12,TI:13,TI:14,TI:15,TI:16,TI:17,TI:18,TI:19,TI:20,TI:21,TI:22,TI:23,TI:24,TI:25,TI:26,TI:27,TI:28,TI:29,TI:30,TI:31,TI:32,TI:33,TI:34,TI:35,TI:36,TI:37,TI:38,TI:39,TI:40,TI:41,TI:42,TI:43,TI:44,TI:45,TI:46,TI:47,TI:48,TI:49,TI:50,TI:51,TI:52,TI:53
DRAC-example,LUM-2307,Q,Liritzisetal2013,3.471,0.032,11.12,0.07,1.94,0.02,0,0,N,X,X,X,X,X,X,X,X,N,X,X,X,X,X,X,X,X,N,150,200,Brennanetal1991,Guerinetal2012-Q,20,20,Brennan2003,0.036,0.01,20,10,1.5,0.02,2,0.1,50.5,7.1,147,X,X,X,X
DRAC-example,LUM-2308,Q,Liritzisetal2013,4.107,0.045,13.88,0.1,1.83,0.02,0,0,N,X,X,X,X,X,X,X,X,N,X,X,X,X,X,X,X,X,N,150,200,Brennanetal1991,Guerinetal2012-Q,20,20,Brennan2003,0.036,0.01,20,10,4.3,0.02,2,0.1,50.5,7.1,147,X,X,X,X
DRAC-example,LUM-2317,Q,Liritzisetal2013,3.65,0.027,12.73,0.06,1.81,0.01,0,0,N,X,X,X,X,X,X,X,X,N,X,X,X,X,X,X,X,X,N,150,200,Brennanetal1991,Guerinetal2012-Q,20,20,Brennan2003,0.036,0.01,20,10,6.6,0.02,2,0.1,50.5,7.1,147,X,X,X,X
DRAC-example,LUM-2318,Q,Liritzisetal2013,3.107,0.028,12.33,0.07,1.83,0.01,0,0,N,X,X,X,X,X,X,X,X,N,X,X,X,X,X,X,X,X,N,150,200,Brennanetal1991,Guerinetal2012-Q,20,20,Brennan2003,0.036,0.01,20,10,9.6,0.02,2,0.1,50.5,7.1,147,X,X,X,X
DRAC-example,LUM-2310,Q,Liritzisetal2013,3.691,0.04,13.34,0.09,1.72,0.02,0,0,N,X,X,X,X,X,X,X,X,N,X,X,X,X,X,X,X,X,N,150,200,Brennanetal1991,Guerinetal2012-Q,20,20,Brennan2003,0.036,0.01,25,10,12.6,0.02,2,0.1,50.5,7.1,147,X,X,X,X
DRAC-example,LUM-2311,Q,Liritzisetal2013,3.306,0.029,12.17,0.07,1.76,0.01,0,0,N,X,X,X,X,X,X,X,X,N,X,X,X,X,X,X,X,X,N,150,200,Brennanetal1991,Guerinetal2012-Q,20,20,Brennan2003,0.036,0.01,25,10,13.8,0.02,2,0.1,50.5,7.1,147,X,X,X,X
DRAC-example,LUM-2309,Q,Liritzisetal2013,3.141,0.037,10.57,0.09,1.56,0.02,0,0,N,X,X,X,X,X,X,X,X,N,X,X,X,X,X,X,X,X,N,150,200,Brennanetal1991,Guerinetal2012-Q,20,20,Brennan2003,0.036,0.01,25,10,17.8,0.02,2,0.1,50.5,7.1,147,X,X,X,X
DRAC-example,LUM-2312,Q,Liritzisetal2013,2.584,0.036,10.3,0.09,1.34,0.02,0,0,N,X,X,X,X,X,X,X,X,N,X,X,X,X,X,X,X,X,N,150,200,Brennanetal1991,Guerinetal2012-Q,20,20,Brennan2003,0.036,0.01,30,10,22.4,0.02,2,0.1,50.5,7.1,147,X,X,X,X
DRAC-example,LUM-2313,Q,Liritzisetal2013,1.838,0.033,7.82,0.08,1.21,0.02,0,0,N,X,X,X,X,X,X,X,X,N,X,X,X,X,X,X,X,X,N,150,200,Brennanetal1991,Guerinetal2012-Q,20,20,Brennan2003,0.036,0.01,25,10,27.7,0.02,2,0.1,50.5,7.1,147,X,X,X,X
DRAC-example,LUM-2314,Q,Liritzisetal2013,2.706,0.049,9.29,0.11,1.49,0.02,0,0,N,X,X,X,X,X,X,X,X,N,X,X,X,X,X,X,X,X,N,150,200,Brennanetal1991,Guerinetal2012-Q,20,20,Brennan2003,0.036,0.01,30,10,35.3,0.02,2,0.1,50.5,7.1,147,X,X,X,X
DRAC-example,LUM-2315,Q,Liritzisetal2013,2.983,0.032,10.54,0.07,1.85,0.02,0,0,N,X,X,X,X,X,X,X,X,N,X,X,X,X,X,X,X,X,N,150,200,Brennanetal1991,Guerinetal2012-Q,20,20,Brennan2003,0.036,0.01,25,10,52.4,0.02,2,0.1,50.5,7.1,147,X,X,X,X
DRAC-example,LUM-2316,Q,Liritzisetal2013,3.157,0.032,10.56,0.07,1.92,0.01,0,0,N,X,X,X,X,X,X,X,X,N,X,X,X,X,X,X,X,X,N,150,200,Brennanetal1991,Guerinetal2012-Q,20,20,Brennan2003,0.036,0.01,25,10,53.2,0.02,2,0.1,50.5,7.1,147,X,X,X,X
